"","cue","response","revision","kuperman_id","subtlex_id","study_id"
"4624","doll","perfect",NA,33001,521,1
"4625","doll","person",NA,33155,435,1
"4626","doll","pet name","pet name",NA,NA,1
"4627","doll","pink",NA,33663,2179,1
"4628","doll","pins",NA,33686,6794,1
"4629","doll","placehouse","playhouse",NA,NA,1
"4630","doll","plastic",NA,33888,2481,1
"4631","doll","play",NA,33916,361,1
"4632","doll","play date","play date",NA,NA,1
"4633","doll","playful",NA,33929,14477,1
"4634","doll","playhouse",NA,33934,23374,1
"4635","doll","playing",NA,33936,548,1
"4636","doll","playtime",NA,33953,16157,1
"4637","doll","ponytail",NA,34326,17133,1
"4638","doll","porcelain",NA,34388,12163,1
"4639","doll","possessed",NA,34492,5068,1
"4640","doll","pretend",NA,35026,1240,1
"4641","doll","pretty",NA,35047,261,1
"4642","doll","pretty little liars","pretty little liars",NA,NA,1
"4643","doll","puppet",NA,35928,6622,1
"4644","doll","rag",NA,36423,6502,1
"4645","doll","raggedy",NA,36431,16173,1
"4646","doll","red",NA,37153,672,1
"4647","doll","round",NA,39079,1027,1
"4648","doll","scary",NA,39803,1966,1
"4649","doll","shelf",NA,40907,4952,1
"4650","doll","shoe",NA,41051,2011,1
"4651","doll","shoes",NA,41060,962,1
"4652","doll","short",NA,41100,711,1
"4653","doll","sister",NA,41560,671,1
"4654","doll","small",NA,42045,574,1
"4655","doll","smile",NA,42091,1099,1
"4656","doll","soft",NA,42444,1541,1
"4657","doll","special",NA,42835,522,1
"4658","doll","stroller",NA,44214,20607,1
"4659","doll","stuffing",NA,NA,8069,1
"4660","doll","sweet",NA,45127,569,1
"4661","doll","tiny",NA,46565,1691,1
"4662","doll","toddler",NA,46647,18299,1
"4663","doll","toy",NA,46977,2886,1
"4664","doll","toy cars","toy cars",NA,NA,1
"4665","doll","toy frisbee",NA,NA,NA,1
"4666","doll","toys",NA,46981,3503,1
"4667","doll","ugly",NA,47909,1336,1
"4668","doll","unmoving",NA,48735,NA,1
"4669","doll","up",NA,49154,38,1
"4670","doll","useless",NA,49289,2274,1
"4671","doll","weird",NA,50568,771,1
"4672","doll","woman",NA,51175,303,1
"4673","doll","yarn",NA,51514,13222,1
"4674","doll","young",NA,51599,438,1
"4675","doll","youth",NA,51611,2731,1
"4676","drink","a glass of","a glass of",NA,NA,1
"4677","drink","alc",NA,NA,50304,1
"4678","drink","alchohol","alchohol",1054,2771,1
"4679","drink","alcohol",NA,1054,2771,1
"4680","drink","alot","alot",NA,NA,1
"4681","drink","another",NA,1651,179,1
"4682","drink","apple",NA,1918,2446,1
"4683","drink","apple juice","apple juice",NA,NA,1
"4684","drink","athlete",NA,2519,6386,1
"4685","drink","bad",NA,3036,188,1
"4686","drink","bar",NA,3293,877,1
"4687","drink","beber","beber",NA,NA,1
"4688","drink","bebida","drink",NA,NA,1
"4689","drink","beer",NA,3741,1078,1
"4690","drink","beverage",NA,4041,9588,1
"4691","drink","bevvy","drink",NA,NA,1
"4692","drink","blue",NA,4676,797,1
"4693","drink","boba",NA,NA,35792,1
"4694","drink","booze",NA,5046,3592,1
"4695","drink","bottle",NA,5122,1244,1
"4696","drink","caffeine",NA,6246,8605,1
"4697","drink","call",NA,6313,163,1
"4698","drink","can",NA,6404,25,1
"4699","drink","caprisun","drink",NA,NA,1
"4700","drink","caprisuns","drink",NA,NA,1
"4701","drink","cherries",NA,7558,11007,1
"4702","drink","choices",NA,7731,3062,1
"4703","drink","choose",NA,7754,1199,1
"4704","drink","chug",NA,7853,20317,1
"4705","drink","clean",NA,8138,587,1
"4706","drink","coca cola","drink",NA,NA,1
"4707","drink","cocktail",NA,8502,3556,1
"4708","drink","coffee",NA,8564,673,1
"4709","drink","coke",NA,8623,3231,1
"4710","drink","cola",NA,8626,13787,1
"4711","drink","cold",NA,8630,583,1
"4712","drink","college",NA,8689,1011,1
"4713","drink","computer",NA,9155,1526,1
"4714","drink","condensation",NA,9256,27655,1
"4715","drink","cup",NA,11128,1239,1
"4716","drink","dehydrate",NA,11994,37893,1
"4717","drink","dehydrated",NA,11995,10534,1
"4718","drink","diet coke","drink",NA,NA,1
"4719","drink","dining hall","drink",NA,NA,1
"4720","drink","dink",NA,NA,19997,1
"4721","drink","dinner",NA,12972,517,1
"4722","drink","down",NA,14037,97,1
"4723","drink","dr pepper","dr pepper",NA,NA,1
"4724","drink","drank",NA,14153,2983,1
"4725","drink","drink",NA,14255,470,1
"4726","drink","drinking",NA,14259,1118,1
"4727","drink","drunk",NA,14354,964,1
"4728","drink","eat",NA,14671,420,1
"4729","drink","energy",NA,15412,1825,1
"4730","drink","fanta","fanta",NA,NA,1
"4731","drink","feel",NA,17115,183,1
"4732","drink","flavor",NA,17773,5913,1
"4733","drink","flavored",NA,NA,24304,1
"4734","drink","fluid",NA,17994,4458,1
"4735","drink","food",NA,18142,566,1
"4736","drink","friends",NA,18697,345,1
"4737","drink","fruit",NA,18794,2387,1
"4738","drink","fun",NA,18878,444,1
"4739","drink","game",NA,19100,537,1
"4740","drink","gatorade","gatorade",NA,NA,1
"4741","drink","gin",NA,19558,4472,1
"4742","drink","glass",NA,19648,1053,1
"4743","drink","good",NA,19924,55,1
"4744","drink","gulp",NA,20595,15538,1
"4745","drink","h two o","h two o",NA,NA,1
"4746","drink","hand",NA,20895,340,1
"4747","drink","happy",NA,21022,342,1
"4748","drink","hold",NA,21890,246,1
"4749","drink","hot",NA,22207,492,1
"4750","drink","hydrate",NA,22512,24369,1
"4751","drink","hydration",NA,22516,36442,1
"4752","drink","ice",NA,22675,983,1
"4753","drink","iced",NA,22687,7216,1
"4754","drink","juice",NA,25093,2138,1
"4755","drink","kink",NA,25396,20087,1
"4756","drink","kool aid","kool aid",NA,NA,1
"4757","drink","koolaid","kool aid",NA,NA,1
"4758","drink","lemonade",NA,26142,6327,1
"4759","drink","less",NA,26185,577,1
"4760","drink","lips",NA,26510,1725,1
"4761","drink","liquid",NA,26520,4849,1
"4762","drink","me",NA,27910,22,1
"4763","drink","meal",NA,27919,1741,1
"4764","drink","medicine",NA,28003,1818,1
"4765","drink","menu",NA,28171,3735,1
"4766","drink","milk",NA,28500,1488,1
"4767","drink","money",NA,29070,327,1
"4768","drink","more",NA,29246,93,1
"4769","drink","mouth",NA,29410,676,1
"4770","drink","necessary",NA,29952,1144,1
"4771","drink","need",NA,29985,110,1
"4772","drink","nourishment",NA,30609,14161,1
"4773","drink","often",NA,31030,963,1
"4774","drink","orange",NA,31246,2473,1
"4775","drink","orange juice","orange juice",NA,NA,1
"4776","drink","out",NA,31439,41,1
"4777","drink","parched",NA,32349,15381,1
"4778","drink","party",NA,32486,546,1
"4779","drink","pepper",NA,32942,5055,1
"4780","drink","pepsi",NA,NA,12288,1
"4781","drink","pineapple",NA,33643,11133,1
"4782","drink","pink",NA,33663,2179,1
"4783","drink","plastic",NA,33888,2481,1
"4784","drink","pool",NA,34333,1555,1
"4785","drink","pop",NA,34351,1259,1
"4786","drink","pour",NA,34626,2718,1
"4787","drink","powerade","powerade",NA,NA,1
"4788","drink","quench",NA,36195,20935,1
"4789","drink","red",NA,37153,672,1
"4790","drink","red bull","red bull",NA,NA,1
"4791","drink","refresh",NA,37378,8487,1
"4792","drink","refreshing",NA,37382,6669,1
"4793","drink","restaurant",NA,38271,1502,1
"4794","drink","right now","right now",NA,NA,1
"4795","drink","rink",NA,38771,13452,1
"4796","drink","rootbeer","rootbeer",NA,NA,1
"4797","drink","satiate",NA,39615,49028,1
"4798","drink","shake",NA,40762,1450,1
"4799","drink","sharing",NA,40830,3017,1
"4800","drink","shots",NA,41136,1908,1
"4801","drink","sink",NA,41521,2591,1
"4802","drink","sip",NA,41538,5744,1
"4803","drink","sippy cup","sippy cup",NA,NA,1
"4804","drink","slurp",NA,42025,27367,1
"4805","drink","smell",NA,42075,822,1
"4806","drink","smoke",NA,42107,1032,1
"4807","drink","smoothie",NA,42129,19830,1
"4808","drink","soda",NA,42429,2528,1
"4809","drink","sodas",NA,42430,14361,1
"4810","drink","soft drink","soft drink",NA,NA,1
"4811","drink","solo cup","solo cup",NA,NA,1
"4812","drink","sparkling",NA,42787,10350,1
"4813","drink","spill",NA,42986,4124,1
"4814","drink","spilling",NA,42990,9451,1
"4815","drink","spirte","spirte",NA,NA,1
"4816","drink","spite",NA,43043,4276,1
"4817","drink","splash",NA,43054,6822,1
"4818","drink","sprite",NA,43234,20602,1
"4819","drink","starbucks","starbucks",NA,NA,1
"4820","drink","straw",NA,44084,5344,1
"4821","drink","swallow",NA,45047,3255,1
"4822","drink","sweat",NA,45103,2060,1
"4823","drink","sweet",NA,45127,569,1
"4824","drink","taste",NA,45630,1063,1
"4825","drink","tasty",NA,45639,5204,1
"4826","drink","tea",NA,45691,1352,1
"4827","drink","tequila",NA,45976,6013,1
"4828","drink","think",NA,46222,62,1
"4829","drink","thirst",NA,46235,7339,1
"4830","drink","thirsty",NA,46240,3111,1
"4831","drink","titos","titos",NA,NA,1
"4832","drink","tummy ache","tummy ache",NA,NA,1
"4833","drink","underage",NA,48209,9964,1
"4834","drink","up",NA,49154,38,1
"4835","drink","vodka",NA,49976,4312,1
"4836","drink","water",NA,50373,498,1
"4837","drink","wet",NA,50620,1354,1
"4838","drink","wine",NA,51009,1283,1
"4839","drink","yay",NA,NA,5661,1
"4840","drink","your juice","your juice",NA,NA,1
"4841","drink","yum",NA,NA,10365,1
"4842","ear","ache",NA,358,8825,1
"4843","ear","aid",NA,933,3170,1
"4844","ear","airpods","airpods",NA,NA,1
"4845","ear","always clogged","always clogged",NA,NA,1
"4846","ear","arm",NA,2144,1003,1
"4847","ear","asl","asl",NA,NA,1
"4848","ear","audio",NA,2645,6406,1
"4849","ear","auditiory","auditory",NA,NA,1
"4850","ear","big",NA,4109,187,1
"4851","ear","body",NA,4813,516,1
"4852","ear","body part","body part",NA,NA,1
"4853","ear","both",NA,5115,282,1
"4854","ear","boyfriend",NA,5227,1059,1
"4855","ear","bud",NA,5731,3025,1
"4856","ear","buds",NA,5747,10922,1
"4857","ear","bunny",NA,5929,4235,1
"4858","ear","canal",NA,6406,6516,1
"4859","ear","cartiladge","cartilage",NA,NA,1
"4860","ear","clean",NA,8138,587,1
"4861","ear","cleaner",NA,8140,4886,1
"4862","ear","cleaning",NA,NA,2030,1
"4863","ear","cochlea","cochlear",NA,42631,1
"4864","ear","cochlear",NA,8469,42631,1
"4865","ear","corn",NA,10080,3719,1
"4866","ear","cotton swab","cotton swab",NA,NA,1
"4867","ear","deaf",NA,11578,3230,1
"4868","ear","deafness",NA,11583,29465,1
"4869","ear","difference",NA,12833,772,1
"4870","ear","direct",NA,13019,1944,1
"4871","ear","dirty",NA,13051,943,1
"4872","ear","doctor",NA,13766,549,1
"4873","ear","drops",NA,14309,3490,1
"4874","ear","drum",NA,14344,5010,1
"4875","ear","ear",NA,14592,1667,1
"4876","ear","ear drum","ear drum",NA,NA,1
"4877","ear","ear infection","ear infection",NA,NA,1
"4878","ear","ear wax","ear wax",NA,NA,1
"4879","ear","earbuds","earbuds",NA,NA,1
"4880","ear","eardrum",NA,14597,27724,1
"4881","ear","earhair","ear hair",NA,NA,1
"4882","ear","earing","earings",NA,52147,1
"4883","ear","earings",NA,NA,52147,1
"4884","ear","earphone",NA,14623,38001,1
"4885","ear","earpods","ear pods",NA,NA,1
"4886","ear","earring",NA,14629,9852,1
"4887","ear","earrings",NA,14630,6225,1
"4888","ear","earwax",NA,14648,34424,1
"4889","ear","eye",NA,16650,637,1
"4890","ear","eyes",NA,16672,426,1
"4891","ear","face",NA,16699,332,1
"4892","ear","floppy",NA,17926,16329,1
"4893","ear","fun",NA,18878,444,1
"4894","ear","fungus",NA,18912,11194,1
"4895","ear","funny",NA,18927,441,1
"4896","ear","gold",NA,19885,1271,1
"4897","ear","hair",NA,20778,562,1
"4898","ear","hand",NA,20895,340,1
"4899","ear","head",NA,21245,268,1
"4900","ear","headphones",NA,21279,12756,1
"4901","ear","hear",NA,21328,184,1
"4902","ear","hearing",NA,21332,1219,1
"4903","ear","hearing aid","hearing aid",NA,NA,1
"4904","ear","helpful",NA,21488,2954,1
"4905","ear","highschool",NA,21713,33177,1
"4906","ear","hole",NA,21900,1116,1
"4907","ear","hurts",NA,22476,1377,1
"4908","ear","importance",NA,23085,4295,1
"4909","ear","incus","incus",NA,NA,1
"4910","ear","infection",NA,23646,4695,1
"4911","ear","inffection","infection",NA,NA,1
"4912","ear","inside",NA,23997,423,1
"4913","ear","jewelry",NA,24913,4027,1
"4914","ear","jewlery","jewelery",NA,NA,1
"4915","ear","large",NA,25793,1309,1
"4916","ear","legs",NA,26130,1052,1
"4917","ear","listen",NA,26543,214,1
"4918","ear","listening",NA,26547,872,1
"4919","ear","lobe",NA,26657,12018,1
"4920","ear","loud",NA,26898,1289,1
"4921","ear","me",NA,27910,22,1
"4922","ear","medicine",NA,28003,1818,1
"4923","ear","monkey",NA,29098,2237,1
"4924","ear","mouth",NA,29410,676,1
"4925","ear","music",NA,29633,741,1
"4926","ear","near",NA,29926,713,1
"4927","ear","neck",NA,29960,993,1
"4928","ear","nibble",NA,30211,12032,1
"4929","ear","noise",NA,30360,1498,1
"4930","ear","noisy",NA,30369,5716,1
"4931","ear","nose",NA,30537,908,1
"4932","ear","old",NA,31065,222,1
"4933","ear","oreja","oreja",NA,NA,1
"4934","ear","pain",NA,32047,775,1
"4935","ear","paritial lobe","partial lobe",NA,NA,1
"4936","ear","peircing","piercing",NA,NA,1
"4937","ear","perception",NA,32977,7578,1
"4938","ear","phone",NA,33372,458,1
"4939","ear","phones",NA,33374,3145,1
"4940","ear","piece",NA,33524,582,1
"4941","ear","pierce",NA,33531,4672,1
"4942","ear","piercing",NA,NA,13438,1
"4943","ear","piercings",NA,NA,20920,1
"4944","ear","pink",NA,33663,2179,1
"4945","ear","pinna","pinna",NA,NA,1
"4946","ear","plug",NA,34048,3779,1
"4947","ear","pull",NA,35827,553,1
"4948","ear","q tip","q tip",NA,NA,1
"4949","ear","q tips","q tips",NA,NA,1
"4950","ear","qtip","q tip",NA,NA,1
"4951","ear","queer",NA,36188,5941,1
"4952","ear","quiet",NA,36242,651,1
"4953","ear","right",NA,38722,53,1
"4954","ear","ring",NA,38757,936,1
"4955","ear","ringing",NA,NA,2827,1
"4956","ear","rings",NA,38764,2183,1
"4957","ear","round",NA,39079,1027,1
"4958","ear","scream",NA,40058,2054,1
"4959","ear","secret",NA,40295,708,1
"4960","ear","see",NA,40357,51,1
"4961","ear","sense",NA,40523,531,1
"4962","ear","sensitive",NA,40532,1984,1
"4963","ear","shape",NA,40812,1567,1
"4964","ear","shock",NA,41041,1699,1
"4965","ear","side",NA,41311,434,1
"4966","ear","silence",NA,41411,2028,1
"4967","ear","skin",NA,41664,1273,1
"4968","ear","small",NA,42045,574,1
"4969","ear","snail",NA,42168,14025,1
"4970","ear","soft",NA,42444,1541,1
"4971","ear","sound",NA,42659,504,1
"4972","ear","sounds",NA,42670,469,1
"4973","ear","speak",NA,42816,479,1
"4974","ear","stink",NA,43842,3091,1
"4975","ear","stuff",NA,44279,353,1
"4976","ear","swimmer",NA,45167,10356,1
"4977","ear","talk",NA,45475,157,1
"4978","ear","throat",NA,46323,1509,1
"4979","ear","throb",NA,46326,31265,1
"4980","ear","toes",NA,46658,3101,1
"4981","ear","tooth",NA,46768,3739,1
"4982","ear","tube",NA,47637,3388,1
"4983","ear","two",NA,47856,123,1
"4984","ear","ugly",NA,47909,1336,1
"4985","ear","van gogh","van gogh",NA,NA,1
"4986","ear","vibration",NA,49738,13617,1
"4987","ear","visit to the er","visit to the er",NA,NA,1
"4988","ear","wax",NA,50425,4919,1
"4989","ear","waxy",NA,50433,24086,1
"4990","ear","weird",NA,50568,771,1
"4991","ear","whisper",NA,50769,4658,1
"4992","ear","worm",NA,51315,5007,1
"4993","ear","yell",NA,51542,2357,1
"4994","ear","yuck",NA,NA,7202,1
"4995","flower","allergic",NA,1135,4591,1
"4996","flower","allergies",NA,1136,8826,1
"4997","flower","angiosperm","angiosperm",NA,NA,1
"4998","flower","anniversary",NA,1603,3400,1
"4999","flower","aroma",NA,2175,12584,1
"5000","flower","aromatic",NA,2178,30270,1
"5001","flower","avery","avery",NA,NA,1
"5002","flower","azalea",NA,2893,42272,1
"5003","flower","baby breath","baby breath",NA,NA,1
"5004","flower","beautiful",NA,3661,403,1
"5005","flower","beauty",NA,3664,1291,1
"5006","flower","bed",NA,3682,500,1
"5007","flower","bee",NA,3718,5304,1
"5008","flower","bees",NA,3744,6975,1
"5009","flower","bloom",NA,4618,6853,1
"5010","flower","blossom",NA,4626,8695,1
"5011","flower","blue",NA,4676,797,1
"5012","flower","books",NA,4987,1090,1
"5013","flower","bouquet",NA,5175,8653,1
"5014","flower","boy",NA,5222,279,1
"5015","flower","boyfriend",NA,5227,1059,1
"5016","flower","branch",NA,5299,3968,1
"5017","flower","brief",NA,5478,2736,1
"5018","flower","bright",NA,5497,1356,1
"5019","flower","bright colors","bright colors",NA,NA,1
"5020","flower","bud",NA,5731,3025,1
"5021","flower","buds",NA,5747,10922,1
"5022","flower","butterfly",NA,6095,6446,1
"5023","flower","carnation",NA,6719,19281,1
"5024","flower","carniverous","carniveros",NA,NA,1
"5025","flower","chair",NA,7241,1253,1
"5026","flower","cheap",NA,7461,1441,1
"5027","flower","cheerful",NA,7514,7064,1
"5028","flower","childhood",NA,7619,2894,1
"5029","flower","clover",NA,8346,13922,1
"5030","flower","color",NA,8739,1385,1
"5031","flower","colorful",NA,8747,7446,1
"5032","flower","colors",NA,8753,3693,1
"5033","flower","cute",NA,11260,804,1
"5034","flower","dahlia",NA,NA,34334,1
"5035","flower","dainty",NA,11370,16071,1
"5036","flower","daisy",NA,11379,6629,1
"5037","flower","dandelion",NA,11417,30502,1
"5038","flower","dandilion","dandelion",NA,NA,1
"5039","flower","date",NA,11492,683,1
"5040","flower","decoration",NA,11778,10387,1
"5041","flower","decorative",NA,11780,16303,1
"5042","flower","deflower",NA,11943,40091,1
"5043","flower","delicate",NA,12039,3677,1
"5044","flower","earth",NA,14633,848,1
"5045","flower","elegent","elegant",NA,NA,1
"5046","flower","favorite",NA,17033,982,1
"5047","flower","feild","field",NA,NA,1
"5048","flower","field",NA,17319,1016,1
"5049","flower","fields",NA,17323,3584,1
"5050","flower","floral foam","floral foam",NA,NA,1
"5051","flower","flourist","florist",NA,NA,1
"5052","flower","flow",NA,17963,3218,1
"5053","flower","flower",NA,17965,2645,1
"5054","flower","fragille","fragile",NA,5512,1
"5055","flower","fragrance",NA,18534,13815,1
"5056","flower","fragrant",NA,18536,18139,1
"5057","flower","fresh",NA,18662,998,1
"5058","flower","fun",NA,18878,444,1
"5059","flower","funeral",NA,18901,1885,1
"5060","flower","garden",NA,19160,2115,1
"5061","flower","gelam and glow","gleam and glow",NA,NA,1
"5062","flower","gift",NA,19521,1034,1
"5063","flower","girl",NA,19583,276,1
"5064","flower","good",NA,19924,55,1
"5065","flower","grandma",NA,20107,2084,1
"5066","flower","grass",NA,20167,2929,1
"5067","flower","green",NA,20255,1021,1
"5068","flower","ground",NA,20406,864,1
"5069","flower","grow",NA,20442,940,1
"5070","flower","grows",NA,20455,3635,1
"5071","flower","gymnosperm","gymnosperms",NA,NA,1
"5072","flower","had",NA,20757,85,1
"5073","flower","happiness",NA,21021,2113,1
"5074","flower","happy",NA,21022,342,1
"5075","flower","hate",NA,21171,428,1
"5076","flower","hibicus","hibiscus",NA,NA,1
"5077","flower","highschool",NA,21713,33177,1
"5078","flower","hour",NA,22237,475,1
"5079","flower","hyacinth",NA,22502,29643,1
"5080","flower","hydrangeas",NA,22509,30737,1
"5081","flower","krose","rose",NA,NA,1
"5082","flower","lavender",NA,25907,12647,1
"5083","flower","leaf",NA,25973,5796,1
"5084","flower","leaves",NA,26037,1130,1
"5085","flower","legos","legos",NA,NA,1
"5086","flower","life",NA,26316,158,1
"5087","flower","lillie","lilly",26399,15919,1
"5088","flower","lilly",NA,26399,15919,1
"5089","flower","lily",NA,26403,5127,1
"5090","flower","lily flower","lilly",26399,15919,1
"5091","flower","love",NA,26926,177,1
"5092","flower","magnolia",NA,27248,21740,1
"5093","flower","marigold",NA,27604,38534,1
"5094","flower","market",NA,27627,1566,1
"5095","flower","mom",NA,29044,503,1
"5096","flower","name",NA,29792,206,1
"5097","flower","nature",NA,29888,1279,1
"5098","flower","nectar",NA,29981,17118,1
"5099","flower","nice",NA,30218,202,1
"5100","flower","nice gesture","nice gesture",NA,NA,1
"5101","flower","orange",NA,31246,2473,1
"5102","flower","orchid",NA,31280,15171,1
"5103","flower","outside",NA,31585,463,1
"5104","flower","pedal",NA,32761,10572,1
"5105","flower","pedals",NA,32764,18801,1
"5106","flower","peonies",NA,32934,41134,1
"5107","flower","peony",NA,32936,54841,1
"5108","flower","petal",NA,33248,21326,1
"5109","flower","petals",NA,33249,12794,1
"5110","flower","pettle","petal",NA,NA,1
"5111","flower","petunia",NA,33281,27251,1
"5112","flower","pick",NA,33477,433,1
"5113","flower","picking",NA,33491,1468,1
"5114","flower","pink",NA,33663,2179,1
"5115","flower","plant",NA,33866,2135,1
"5116","flower","plants",NA,33876,4443,1
"5117","flower","poet",NA,34137,4949,1
"5118","flower","pollen",NA,34227,15956,1
"5119","flower","poppy",NA,34373,13056,1
"5120","flower","pot",NA,34567,2283,1
"5121","flower","powder",NA,34639,3045,1
"5122","flower","power",NA,34645,684,1
"5123","flower","present",NA,34956,763,1
"5124","flower","pretty",NA,35047,261,1
"5125","flower","proud",NA,35614,764,1
"5126","flower","pure",NA,35941,1907,1
"5127","flower","purple",NA,35973,3604,1
"5128","flower","red",NA,37153,672,1
"5129","flower","red roses","red roses",NA,NA,1
"5130","flower","romance",NA,38962,2840,1
"5131","flower","room",NA,38994,271,1
"5132","flower","roots",NA,39017,5015,1
"5133","flower","rose",NA,39024,2136,1
"5134","flower","roses",NA,39029,3456,1
"5135","flower","scent",NA,39835,5479,1
"5136","flower","science",NA,39924,1796,1
"5137","flower","seeds",NA,40368,6868,1
"5138","flower","shop",NA,41077,1209,1
"5139","flower","shops",NA,41090,6213,1
"5140","flower","short",NA,41100,711,1
"5141","flower","shower",NA,41170,1448,1
"5142","flower","small",NA,42045,574,1
"5143","flower","smell",NA,42075,822,1
"5144","flower","smells",NA,42081,1693,1
"5145","flower","smells good","smells good",NA,NA,1
"5146","flower","smelly",NA,42082,7052,1
"5147","flower","soil",NA,42464,4755,1
"5148","flower","spring",NA,43213,1776,1
"5149","flower","sprouting",NA,NA,29070,1
"5150","flower","stem",NA,43686,9894,1
"5151","flower","stim",NA,NA,56358,1
"5152","flower","store",NA,43967,901,1
"5153","flower","summer",NA,44688,1195,1
"5154","flower","sun",NA,44708,996,1
"5155","flower","sunflower",NA,44737,21902,1
"5156","flower","sunflowers",NA,44738,25934,1
"5157","flower","sunny",NA,44752,4758,1
"5158","flower","sunshine",NA,44763,3748,1
"5159","flower","sweet",NA,45127,569,1
"5160","flower","symmetrical",NA,45267,20218,1
"5161","flower","take",NA,45450,63,1
"5162","flower","tall",NA,45486,1625,1
"5163","flower","thorn",NA,46253,11828,1
"5164","flower","thoughtful",NA,46267,4210,1
"5165","flower","tree",NA,47323,1202,1
"5166","flower","trees",NA,47327,1872,1
"5167","flower","tulip",NA,47664,21046,1
"5168","flower","tulips",NA,47665,16226,1
"5169","flower","variety",NA,49493,5244,1
"5170","flower","vase",NA,49507,8496,1
"5171","flower","violet",NA,49857,10512,1
"5172","flower","want",NA,50222,61,1
"5173","flower","water",NA,50373,498,1
"5174","flower","wedding",NA,50513,1178,1
"5175","flower","white",NA,50782,604,1
"5176","flower","wild",NA,50914,1098,1
"5177","flower","women",NA,51188,532,1
"5178","flower","yellow",NA,51546,1792,1
"5179","food","alligator",NA,1152,8287,1
"5180","food","alot","alot",NA,NA,1
"5181","food","apple",NA,1918,2446,1
"5182","food","apricot",NA,1998,20680,1
"5183","food","ate",NA,2512,1465,1
"5184","food","bad",NA,3036,188,1
"5185","food","bagel",NA,3059,9972,1
"5186","food","banana",NA,3185,4372,1
"5187","food","bananas",NA,3186,6679,1
"5188","food","beef",NA,3720,2596,1
"5189","food","beverage",NA,4041,9588,1
"5190","food","bleh","bleh",NA,NA,1
"5191","food","bread",NA,5357,1989,1
"5192","food","breakfast",NA,5380,990,1
"5193","food","brownie",NA,5638,11854,1
"5194","food","brownies",NA,5639,11532,1
"5195","food","burger",NA,5958,4602,1
"5196","food","burgers",NA,5959,6588,1
"5197","food","burrito",NA,5995,14555,1
"5198","food","butter",NA,6087,2507,1
"5199","food","cajun",NA,NA,17520,1
"5200","food","cake",NA,6261,1557,1
"5201","food","calories",NA,6340,12105,1
"5202","food","candy",NA,6447,1990,1
"5203","food","canes",NA,6451,23618,1
"5204","food","carbs",NA,NA,15486,1
"5205","food","carrot",NA,6773,8377,1
"5206","food","casserole",NA,6858,12599,1
"5207","food","chain",NA,7235,2332,1
"5208","food","cheese",NA,7524,1638,1
"5209","food","cheetos","cheetos",NA,NA,1
"5210","food","chef",NA,7539,4411,1
"5211","food","chew",NA,7579,3832,1
"5212","food","chicken",NA,7595,1236,1
"5213","food","chickfila","chick-fil-a",NA,NA,1
"5214","food","chips",NA,7674,2994,1
"5215","food","chocolate",NA,7727,2018,1
"5216","food","clean",NA,8138,587,1
"5217","food","coke",NA,8623,3231,1
"5218","food","cold",NA,8630,583,1
"5219","food","colorful",NA,8747,7446,1
"5220","food","colors",NA,8753,3693,1
"5221","food","comfort",NA,8817,2436,1
"5222","food","comida",NA,8830,42657,1
"5223","food","consume",NA,9676,9666,1
"5224","food","cook",NA,9937,1383,1
"5225","food","cookie",NA,9945,3424,1
"5226","food","cookies",NA,9946,3137,1
"5227","food","corn",NA,10080,3719,1
"5228","food","court",NA,10402,1054,1
"5229","food","crackers",NA,10525,6786,1
"5230","food","crawfish",NA,10623,29439,1
"5231","food","critique",NA,10811,21605,1
"5232","food","crumbs",NA,10959,9370,1
"5233","food","crunchy",NA,10977,15504,1
"5234","food","cucumber",NA,11056,11637,1
"5235","food","cuisine",NA,11078,10462,1
"5236","food","culture",NA,11107,3263,1
"5237","food","cut",NA,11254,408,1
"5238","food","daily",NA,11366,2775,1
"5239","food","delicious",NA,12043,2081,1
"5240","food","delights",NA,12049,17287,1
"5241","food","diabetes",NA,12701,9373,1
"5242","food","diet",NA,12821,2905,1
"5243","food","dinner",NA,12972,517,1
"5244","food","dishes",NA,13296,3460,1
"5245","food","donuts",NA,13904,9984,1
"5246","food","drink",NA,14255,470,1
"5247","food","drinks",NA,14260,1520,1
"5248","food","dude",NA,14404,1230,1
"5249","food","eat",NA,14671,420,1
"5250","food","eating",NA,14679,916,1
"5251","food","egg",NA,14831,2370,1
"5252","food","eggs",NA,14846,1649,1
"5253","food","enchiladas",NA,15292,27737,1
"5254","food","energy",NA,15412,1825,1
"5255","food","enjoy",NA,15470,727,1
"5256","food","everyday",NA,16063,3640,1
"5257","food","eww","eww",NA,NA,1
"5258","food","exciting",NA,16205,1466,1
"5259","food","family",NA,16852,362,1
"5260","food","fast",NA,16954,535,1
"5261","food","fast food","fast food",NA,NA,1
"5262","food","fat",NA,16971,948,1
"5263","food","favorite",NA,17033,982,1
"5264","food","feast",NA,17061,5473,1
"5265","food","feed",NA,17106,1313,1
"5266","food","fight",NA,17345,550,1
"5267","food","fill",NA,17382,1147,1
"5268","food","filling",NA,17390,3486,1
"5269","food","fire",NA,17480,519,1
"5270","food","flavor",NA,17773,5913,1
"5271","food","food",NA,18142,566,1
"5272","food","fork",NA,18365,4484,1
"5273","food","fresh",NA,18662,998,1
"5274","food","fridge",NA,18688,3808,1
"5275","food","fried",NA,18690,3722,1
"5276","food","friends",NA,18697,345,1
