"","participant","cue","response","response_order","condition"
"680","MM_004","hat","cap",2,"cl"
"681","MM_004","hat","head",3,"cl"
"682","MM_004","teacher","student",1,"cl"
"683","MM_004","teacher","proffesor",2,"cl"
"684","MM_004","teacher","work",3,"cl"
"685","MM_004","drive","car",1,"cl"
"686","MM_004","drive","",2,"cl"
"687","MM_004","drive","",3,"cl"
"688","MM_004","light","bright",1,"cl"
"689","MM_004","light","day",2,"cl"
"690","MM_004","light","off",3,"cl"
"691","MM_004","fine","okay",1,"cl"
"692","MM_004","fine","sure",2,"cl"
"693","MM_004","fine","",3,"cl"
"694","MM_004","yes","no",1,"cl"
"695","MM_004","yes","sure",2,"cl"
"696","MM_004","yes","si",3,"cl"
"697","MM_004","with","me",1,"cl"
"698","MM_004","with","her",2,"cl"
"699","MM_004","with","salt",3,"cl"
"700","MM_004","why","me",1,"cl"
"701","MM_004","why","work",2,"cl"
"702","MM_004","why","cry",3,"cl"
"703","MM_004","buy","purchase",1,"cl"
"704","MM_004","buy","money",2,"cl"
"705","MM_004","buy","store",3,"cl"
"706","MM_004","thirsty","drink",1,"cl"
"707","MM_004","thirsty","water",2,"cl"
"708","MM_004","thirsty","",3,"cl"
"709","MM_004","bedroom","bed",1,"cl"
"710","MM_004","bedroom","sleep",2,"cl"
"711","MM_004","bedroom","quite",3,"cl"
"712","MM_004","tiny","small",1,"cl"
"713","MM_004","tiny","little",2,"cl"
"714","MM_004","tiny","bug",3,"cl"
"715","MM_004","glasses","eyes",1,"cl"
"716","MM_004","glasses","wear",2,"cl"
"717","MM_004","glasses","",3,"cl"
"718","MM_004","will","do",1,"cl"
"719","MM_004","will","achieve",2,"cl"
"720","MM_004","will","finish",3,"cl"
"721","MM_005","like","similar",1,"n"
"722","MM_005","like","okay",2,"n"
"723","MM_005","like","positive",3,"n"
"724","MM_005","dance","ballet",1,"n"
"725","MM_005","dance","popular",2,"n"
"726","MM_005","dance","tiktok",3,"n"
"727","MM_005","show","shprt",1,"n"
"728","MM_005","show","multiple",2,"n"
"729","MM_005","show","episode",3,"n"
"730","MM_005","people","population",1,"n"
"731","MM_005","people","groups",2,"n"
"732","MM_005","people","team",3,"n"
"733","MM_005","mommy","mother",1,"n"
"734","MM_005","mommy","parent",2,"n"
"735","MM_005","mommy","adult",3,"n"
"736","MM_005","movie","popcorn",1,"n"
"737","MM_005","movie","theater",2,"n"
"738","MM_005","movie","long",3,"n"
"739","MM_005","stand","up",1,"n"
"740","MM_005","stand","walk",2,"n"
"741","MM_005","stand","movement",3,"n"
"742","MM_005","little","small",1,"n"
"743","MM_005","little","child",2,"n"
"744","MM_005","little","tiny",3,"n"
"745","MM_005","fine","lying",1,"n"
"746","MM_005","fine","okay",2,"n"
"747","MM_005","fine","middle",3,"n"
"748","MM_005","share","manners",1,"n"
"749","MM_005","share","polite",2,"n"
"750","MM_005","share","group",3,"n"
"751","MM_005","careful","unsafe",1,"n"
"752","MM_005","careful","think",2,"n"
"753","MM_005","careful","aware",3,"n"
"754","MM_005","truck","drive",1,"n"
"755","MM_005","truck","big",2,"n"
"756","MM_005","truck","fast",3,"n"
"757","MM_005","why","questioning",1,"n"
"758","MM_005","why","wonder",2,"n"
"759","MM_005","why","knowing",3,"n"
"760","MM_005","yogurt","snack",1,"n"
"761","MM_005","yogurt","fruit",2,"n"
"762","MM_005","yogurt","spoon",3,"n"
"763","MM_005","jump","tampoline",1,"n"
"764","MM_005","jump","high",2,"n"
"765","MM_005","jump","bounce",3,"n"
"766","MM_005","daddy","father",1,"n"
"767","MM_005","daddy","adult",2,"n"
"768","MM_005","daddy","inspiration",3,"n"
"769","MM_005","tiger","mascot",1,"n"
"770","MM_005","tiger","stripes",2,"n"
"771","MM_005","tiger","mean",3,"n"
"772","MM_005","thirsty","hot",1,"n"
"773","MM_005","thirsty","water",2,"n"
"774","MM_005","thirsty","releaved",3,"n"
"775","MM_005","hat","baseball",1,"n"
"776","MM_005","hat","cover",2,"n"
"777","MM_005","hat","shield",3,"n"
"778","MM_005","more","want",1,"n"
"779","MM_005","more","get",2,"n"
"780","MM_005","more","food",3,"n"
"781","MM_005","coke","soda",1,"n"
"782","MM_005","coke","drink",2,"n"
"783","MM_005","coke","ice",3,"n"
"784","MM_005","high","weed",1,"n"
"785","MM_005","high","tall",2,"n"
"786","MM_005","high","elevated",3,"n"
"787","MM_005","teacher","learn",1,"n"
"788","MM_005","teacher","knowledge",2,"n"
"789","MM_005","teacher","important",3,"n"
"790","MM_005","pillow","bed",1,"n"
"791","MM_005","pillow","sleep",2,"n"
"792","MM_005","pillow","room",3,"n"
"793","MM_005","please","polite",1,"n"
"794","MM_005","please","ask",2,"n"
"795","MM_005","please","need",3,"n"
"796","MM_005","kitchen","utensils",1,"n"
"797","MM_005","kitchen","food",2,"n"
"798","MM_005","kitchen","cook",3,"n"
"799","MM_005","tiny","small",1,"n"
"800","MM_005","tiny","portion",2,"n"
"801","MM_005","tiny","little",3,"n"
"802","MM_005","pizza","dinner",1,"n"
"803","MM_005","pizza","cheese",2,"n"
"804","MM_005","pizza","crust",3,"n"
"805","MM_005","bench","sit",1,"n"
"806","MM_005","bench","break",2,"n"
"807","MM_005","bench","result",3,"n"
"808","MM_005","church","god",1,"n"
"809","MM_005","church","pray",2,"n"
"810","MM_005","church","optimism",3,"n"
"811","MM_005","doctor","help",1,"n"
"812","MM_005","doctor","smart",2,"n"
"813","MM_005","doctor","care",3,"n"
"814","MM_005","drive","car",1,"n"
"815","MM_005","drive","gas",2,"n"
"816","MM_005","drive","moving",3,"n"
"817","MM_005","climb","mountain",1,"n"
"818","MM_005","climb","hike",2,"n"
"819","MM_005","climb","rock",3,"n"
"820","MM_005","kiss","relationship",1,"n"
"821","MM_005","kiss","love",2,"n"
"822","MM_005","kiss","physical",3,"n"
"823","MM_005","ankle","foot",1,"n"
"824","MM_005","ankle","bone",2,"n"
"825","MM_005","ankle","hurt",3,"n"
"826","MM_005","yes","answer",1,"n"
"827","MM_005","yes","positive",2,"n"
"828","MM_005","yes","agreement",3,"n"
"829","MM_005","light","easy",1,"n"
"830","MM_005","light","small",2,"n"
"831","MM_005","light","amount",3,"n"
"832","MM_005","try","effort",1,"n"
"833","MM_005","try","courage",2,"n"
"834","MM_005","try","outcome",3,"n"
"835","MM_005","with","you",1,"n"
"836","MM_005","with","something",2,"n"
"837","MM_005","with","bumch",3,"n"
"838","MM_005","mine","poperty",1,"n"
"839","MM_005","mine","ownership",2,"n"
"840","MM_005","mine","posession",3,"n"
"841","MM_005","will","postive",1,"n"
"842","MM_005","will","courage",2,"n"
"843","MM_005","will","effort",3,"n"
"844","MM_005","take","from",1,"n"
"845","MM_005","take","have",2,"n"
"846","MM_005","take","mine",3,"n"
"847","MM_005","buy","clothes",1,"n"
"848","MM_005","buy","money",2,"n"
"849","MM_005","buy","material",3,"n"
"850","MM_005","shopping","money",1,"n"
"851","MM_005","shopping","fun",2,"n"
"852","MM_005","shopping","grocery",3,"n"
"853","MM_005","coffee","caffeine",1,"n"
"854","MM_005","coffee","energy",2,"n"
"855","MM_005","coffee","iced",3,"n"
"856","MM_005","purse","hold",1,"n"
"857","MM_005","purse","wallet",2,"n"
"858","MM_005","purse","financia",3,"n"
"859","MM_005","game","pla",1,"n"
"860","MM_005","game","competitive",2,"n"
"861","MM_005","game","win",3,"n"
"862","MM_005","feed","eat",1,"n"
"863","MM_005","feed","necesisty",2,"n"
"864","MM_005","feed","food",3,"n"
"865","MM_005","turn","switch",1,"n"
"866","MM_005","turn","flip",2,"n"
"867","MM_005","turn","change",3,"n"
"868","MM_005","bedroom","sleep",1,"n"
"869","MM_005","bedroom","comfort",2,"n"
"870","MM_005","bedroom","belongings",3,"n"
"871","MM_005","empty","open",1,"n"
"872","MM_005","empty","quiet",2,"n"
"873","MM_005","empty","boring",3,"n"
"874","MM_005","love","marriage",1,"n"
"875","MM_005","love","relationship",2,"n"
"876","MM_005","love","partner",3,"n"
"877","MM_005","hi","symbol",1,"n"
"878","MM_005","hi","gesture",2,"n"
"879","MM_005","hi","greeting",3,"n"
"880","MM_005","glasses","eyesight",1,"n"
"881","MM_005","glasses","glass",2,"n"
"882","MM_005","glasses","visin",3,"n"
"883","MM_005","sneaker","shoe",1,"n"
"884","MM_005","sneaker","comfortable",2,"n"
"885","MM_005","sneaker","walking",3,"n"
"886","MM_005","hug","intimate",1,"n"
"887","MM_005","hug","warmh",2,"n"
"888","MM_005","hug","close",3,"n"
"889","MM_005","medicine","help",1,"n"
"890","MM_005","medicine","pill",2,"n"
"891","MM_005","medicine","prescribe",3,"n"
"892","MM_005","talk","speak",1,"n"
"893","MM_005","talk","volume",2,"n"
"894","MM_005","talk","gesture",3,"n"
"895","MM_005","wind","storm",1,"n"
"896","MM_005","wind","tree",2,"n"
"897","MM_005","wind","cool",3,"n"
"898","MM_005","run","active",1,"n"
"899","MM_005","run","move",2,"n"
"900","MM_005","run","work",3,"n"
"901","MM_006","wind","chime",1,"c"
"902","MM_006","wind","",2,"c"
"903","MM_006","wind","",3,"c"
"904","MM_006","kitchen","utensil",1,"c"
"905","MM_006","kitchen","",2,"c"
"906","MM_006","kitchen","",3,"c"
"907","MM_006","shopping","bags",1,"c"
"908","MM_006","shopping","",2,"c"
"909","MM_006","shopping","",3,"c"
"910","MM_006","doctor","office",1,"c"
"911","MM_006","doctor","",2,"c"
"912","MM_006","doctor","",3,"c"
"913","MM_006","mine","yours",1,"c"
"914","MM_006","mine","",2,"c"
"915","MM_006","mine","",3,"c"
"916","MM_006","careful","gentle",1,"c"
"917","MM_006","careful","",2,"c"
"918","MM_006","careful","",3,"c"
"919","MM_006","daddy","mommy",1,"c"
"920","MM_006","daddy","",2,"c"
"921","MM_006","daddy","",3,"c"
"922","MM_006","high","low",1,"c"
"923","MM_006","high","",2,"c"
"924","MM_006","high","",3,"c"
"925","MM_006","share","together",1,"c"
"926","MM_006","share","",2,"c"
"927","MM_006","share","",3,"c"
"928","MM_006","movie","theater",1,"c"
"929","MM_006","movie","",2,"c"
"930","MM_006","movie","",3,"c"
"931","MM_006","purse","bag",1,"c"
"932","MM_006","purse","",2,"c"
"933","MM_006","purse","",3,"c"
"934","MM_006","run","fast",1,"c"
"935","MM_006","run","",2,"c"
"936","MM_006","run","",3,"c"
"937","MM_006","like","love",1,"c"
"938","MM_006","like","",2,"c"
"939","MM_006","like","",3,"c"
"940","MM_006","medicine","cabinet",1,"c"
"941","MM_006","medicine","",2,"c"
"942","MM_006","medicine","",3,"c"
"943","MM_006","please","thanks",1,"c"
"944","MM_006","please","",2,"c"
"945","MM_006","please","",3,"c"
"946","MM_006","coke","soda",1,"c"
"947","MM_006","coke","",2,"c"
"948","MM_006","coke","",3,"c"
"949","MM_006","tiny","little",1,"c"
"950","MM_006","tiny","",2,"c"
"951","MM_006","tiny","",3,"c"
"952","MM_006","love","family",1,"c"
"953","MM_006","love","",2,"c"
"954","MM_006","love","",3,"c"
"955","MM_006","take","give",1,"c"
"956","MM_006","take","",2,"c"
"957","MM_006","take","j",3,"c"
"958","MM_006","fine","thin",1,"c"
"959","MM_006","fine","",2,"c"
"960","MM_006","fine","",3,"c"
"961","MM_006","climb","tree",1,"c"
"962","MM_006","climb","",2,"c"
"963","MM_006","climb","",3,"c"
"964","MM_006","hug","touch",1,"c"
"965","MM_006","hug","",2,"c"
"966","MM_006","hug","",3,"c"
"967","MM_006","truck","car",1,"c"
"968","MM_006","truck","",2,"c"
"969","MM_006","truck","",3,"c"
"970","MM_006","thirsty","water",1,"c"
"971","MM_006","thirsty","",2,"c"
"972","MM_006","thirsty","",3,"c"
"973","MM_006","kiss","lips",1,"c"
"974","MM_006","kiss","",2,"c"
"975","MM_006","kiss","",3,"c"
"976","MM_006","people","person",1,"c"
"977","MM_006","people","",2,"c"
"978","MM_006","people","",3,"c"
"979","MM_006","game","board",1,"c"
"980","MM_006","game","",2,"c"
"981","MM_006","game","",3,"c"
"982","MM_006","more","less",1,"c"
"983","MM_006","more","",2,"c"
"984","MM_006","more","",3,"c"
"985","MM_006","little","big",1,"c"
"986","MM_006","little","",2,"c"
"987","MM_006","little","",3,"c"
"988","MM_006","will","death",1,"c"
"989","MM_006","will","",2,"c"
"990","MM_006","will","",3,"c"
"991","MM_006","coffee","drink",1,"c"
"992","MM_006","coffee","",2,"c"
"993","MM_006","coffee","",3,"c"
"994","MM_006","teacher","school",1,"c"
"995","MM_006","teacher","",2,"c"
"996","MM_006","teacher","",3,"c"
"997","MM_006","empty","glass",1,"c"
"998","MM_006","empty","",2,"c"
"999","MM_006","empty","",3,"c"
"1000","MM_006","buy","mall",1,"c"
"1001","MM_006","buy","",2,"c"
"1002","MM_006","buy","",3,"c"
"1003","MM_006","pillow","bed",1,"c"
"1004","MM_006","pillow","",2,"c"
"1005","MM_006","pillow","",3,"c"
"1006","MM_006","feed","eat",1,"c"
"1007","MM_006","feed","",2,"c"
"1008","MM_006","feed","",3,"c"
"1009","MM_006","sneaker","shoe",1,"c"
"1010","MM_006","sneaker","",2,"c"
"1011","MM_006","sneaker","",3,"c"
"1012","MM_006","drive","car",1,"c"
"1013","MM_006","drive","",2,"c"
"1014","MM_006","drive","",3,"c"
"1015","MM_006","talk","conversation",1,"c"
"1016","MM_006","talk","",2,"c"
"1017","MM_006","talk","",3,"c"
"1018","MM_006","dance","party",1,"c"
"1019","MM_006","dance","",2,"c"
"1020","MM_006","dance","",3,"c"
"1021","MM_006","turn","around",1,"c"
"1022","MM_006","turn","",2,"c"
"1023","MM_006","turn","",3,"c"
"1024","MM_006","stand","still",1,"c"
"1025","MM_006","stand","",2,"c"
"1026","MM_006","stand","",3,"c"
"1027","MM_006","yogurt","greek",1,"c"
"1028","MM_006","yogurt","",2,"c"
"1029","MM_006","yogurt","",3,"c"
"1030","MM_006","bench","park",1,"c"
"1031","MM_006","bench","",2,"c"
"1032","MM_006","bench","",3,"c"
"1033","MM_006","bedroom","home",1,"c"
"1034","MM_006","bedroom","",2,"c"
"1035","MM_006","bedroom","",3,"c"
"1036","MM_006","ankle","leg",1,"c"
"1037","MM_006","ankle","",2,"c"
"1038","MM_006","ankle","",3,"c"
"1039","MM_006","mommy","daddy",1,"c"
"1040","MM_006","mommy","",2,"c"
"1041","MM_006","mommy","",3,"c"
"1042","MM_006","why","reason",1,"c"
"1043","MM_006","why","",2,"c"
"1044","MM_006","why","",3,"c"
"1045","MM_006","light","bulb",1,"c"
"1046","MM_006","light","",2,"c"
"1047","MM_006","light","",3,"c"
"1048","MM_006","jump","high",1,"c"
"1049","MM_006","jump","",2,"c"
"1050","MM_006","jump","",3,"c"
"1051","MM_006","with","out",1,"c"
"1052","MM_006","with","",2,"c"
"1053","MM_006","with","",3,"c"
"1054","MM_006","show","television",1,"c"
"1055","MM_006","show","",2,"c"
"1056","MM_006","show","",3,"c"
"1057","MM_006","yes","no",1,"c"
"1058","MM_006","yes","",2,"c"
"1059","MM_006","yes","",3,"c"
"1060","MM_006","hi","hello",1,"c"
"1061","MM_006","hi","",2,"c"
"1062","MM_006","hi","",3,"c"
"1063","MM_006","try","again",1,"c"
"1064","MM_006","try","",2,"c"
"1065","MM_006","try","",3,"c"
"1066","MM_006","tiger","mascot",1,"c"
"1067","MM_006","tiger","",2,"c"
"1068","MM_006","tiger","",3,"c"
"1069","MM_006","pizza","pepperoni",1,"c"
"1070","MM_006","pizza","",2,"c"
"1071","MM_006","pizza","",3,"c"
"1072","MM_006","glasses","lense",1,"c"
"1073","MM_006","glasses","",2,"c"
"1074","MM_006","glasses","",3,"c"
"1075","MM_006","church","god",1,"c"
"1076","MM_006","church","",2,"c"
"1077","MM_006","church","",3,"c"
"1078","MM_006","hat","cap",1,"c"
"1079","MM_006","hat","",2,"c"
"1080","MM_006","hat","",3,"c"
"1081","MM_007","pillow","sleep",1,"cl"
"1082","MM_007","pillow","",2,"cl"
"1083","MM_007","pillow","",3,"cl"
"1084","MM_007","climb","shoes",1,"cl"
"1085","MM_007","climb","",2,"cl"
"1086","MM_007","climb","",3,"cl"
"1087","MM_007","empty","pockets",1,"cl"
"1088","MM_007","empty","",2,"cl"
"1089","MM_007","empty","",3,"cl"
"1090","MM_007","take","steal",1,"cl"
"1091","MM_007","take","hold",2,"cl"
"1092","MM_007","take","",3,"cl"
"1093","MM_007","drive","fast",1,"cl"
"1094","MM_007","drive","night",2,"cl"
"1095","MM_007","drive","slow",3,"cl"
"1096","MM_007","coffee","drink",1,"cl"
"1097","MM_007","coffee","beans",2,"cl"
"1098","MM_007","coffee","morning",3,"cl"
"1099","MM_007","kitchen","knife",1,"cl"
"1100","MM_007","kitchen","food",2,"cl"
"1101","MM_007","kitchen","house",3,"cl"
"1102","MM_007","talk","aloud",1,"cl"
"1103","MM_007","talk","phone",2,"cl"
"1104","MM_007","talk","conversation",3,"cl"
"1105","MM_007","coke","drink",1,"cl"
"1106","MM_007","coke","night",2,"cl"
"1107","MM_007","coke","bubbly",3,"cl"
"1108","MM_007","church","morning",1,"cl"
"1109","MM_007","church","sunday",2,"cl"
"1110","MM_007","church","god",3,"cl"
"1111","MM_007","tiny","bug",1,"cl"
"1112","MM_007","tiny","car",2,"cl"
"1113","MM_007","tiny","house",3,"cl"
"1114","MM_007","like","similiar",1,"cl"
"1115","MM_007","like","enjoy",2,"cl"
"1116","MM_007","like","love",3,"cl"
"1117","MM_007","stand","up",1,"cl"
"1118","MM_007","stand","alone",2,"cl"
"1119","MM_007","stand","long",3,"cl"
"1120","MM_007","share","class",1,"cl"
"1121","MM_007","share","collaborate",2,"cl"
"1122","MM_007","share","messages",3,"cl"
"1123","MM_007","jump","outside",1,"cl"
"1124","MM_007","jump","house",2,"cl"
"1125","MM_007","jump","frog",3,"cl"
"1126","MM_007","buy","money",1,"cl"
"1127","MM_007","buy","house",2,"cl"
"1128","MM_007","buy","job",3,"cl"
"1129","MM_007","light","outside",1,"cl"
"1130","MM_007","light","bulb",2,"cl"
"1131","MM_007","light","",3,"cl"
"1132","MM_007","movie","theater",1,"cl"
"1133","MM_007","movie","group",2,"cl"
"1134","MM_007","movie","scary",3,"cl"
"1135","MM_007","people","family",1,"cl"
"1136","MM_007","people","love",2,"cl"
"1137","MM_007","people","photos",3,"cl"
"1138","MM_007","will","future",1,"cl"
"1139","MM_007","will","plans",2,"cl"
"1140","MM_007","will","wont",3,"cl"
"1141","MM_007","please","help",1,"cl"
"1142","MM_007","please","watch",2,"cl"
"1143","MM_007","please","gesture",3,"cl"
"1144","MM_007","more","additional",1,"cl"
"1145","MM_007","more","greed",2,"cl"
"1146","MM_007","more","",3,"cl"
"1147","MM_007","dance","jazz",1,"cl"
"1148","MM_007","dance","fast",2,"cl"
"1149","MM_007","dance","tiktok",3,"cl"
"1150","MM_007","ankle","brace",1,"cl"
"1151","MM_007","ankle","",2,"cl"
"1152","MM_007","ankle","",3,"cl"
"1153","MM_007","thirsty","water",1,"cl"
"1154","MM_007","thirsty","hot",2,"cl"
"1155","MM_007","thirsty","hungry",3,"cl"
"1156","MM_007","bench","sit",1,"cl"
"1157","MM_007","bench","break",2,"cl"
"1158","MM_007","bench","friends",3,"cl"
"1159","MM_007","sneaker","walk",1,"cl"
"1160","MM_007","sneaker","fast",2,"cl"
"1161","MM_007","sneaker","sports",3,"cl"
"1162","MM_007","hug","family",1,"cl"
"1163","MM_007","hug","love",2,"cl"
"1164","MM_007","hug","happy",3,"cl"
"1165","MM_007","glasses","see",1,"cl"
"1166","MM_007","glasses","far",2,"cl"
"1167","MM_007","glasses","fragile",3,"cl"
"1168","MM_007","daddy","father",1,"cl"
"1169","MM_007","daddy","kids",2,"cl"
"1170","MM_007","daddy","figure",3,"cl"
"1171","MM_007","kiss","long",1,"cl"
"1172","MM_007","kiss","romantic",2,"cl"
"1173","MM_007","kiss","valentineday",3,"cl"
"1174","MM_007","try","attempt",1,"cl"
"1175","MM_007","try","want",2,"cl"
"1176","MM_007","try","encourage",3,"cl"
"1177","MM_007","mine","ownership",1,"cl"
"1178","MM_007","mine","only",2,"cl"
"1179","MM_007","mine","",3,"cl"
"1180","MM_007","run","fast",1,"cl"
"1181","MM_007","run","scared",2,"cl"
"1182","MM_007","run","health",3,"cl"
"1183","MM_007","purse","money",1,"cl"
"1184","MM_007","purse","lipgloss",2,"cl"
"1185","MM_007","purse","shopping",3,"cl"
"1186","MM_007","yogurt","food",1,"cl"
"1187","MM_007","yogurt","fruit",2,"cl"
"1188","MM_007","yogurt","quick",3,"cl"
"1189","MM_007","wind","cold",1,"cl"
"1190","MM_007","wind","clouds",2,"cl"
"1191","MM_007","wind","weather",3,"cl"
"1192","MM_007","mommy","nice",1,"cl"
"1193","MM_007","mommy","prioritizer",2,"cl"
"1194","MM_007","mommy","love",3,"cl"
"1195","MM_007","bedroom","pillow",1,"cl"
"1196","MM_007","bedroom","window",2,"cl"
"1197","MM_007","bedroom","sleep",3,"cl"
"1198","MM_007","shopping","mall",1,"cl"
"1199","MM_007","shopping","buy",2,"cl"
"1200","MM_007","shopping","money",3,"cl"
"1201","MM_007","little","puppy",1,"cl"
"1202","MM_007","little","kid",2,"cl"
"1203","MM_007","little","purse",3,"cl"
"1204","MM_007","yes","no",1,"cl"
"1205","MM_007","yes","maybe",2,"cl"
"1206","MM_007","yes","",3,"cl"
"1207","MM_007","hi","bye",1,"cl"
"1208","MM_007","hi","tomorrow",2,"cl"
"1209","MM_007","hi","engage",3,"cl"
"1210","MM_007","love","happy",1,"cl"
"1211","MM_007","love","joy",2,"cl"
"1212","MM_007","love","expression",3,"cl"
"1213","MM_007","show","me",1,"cl"
"1214","MM_007","show","tv",2,"cl"
"1215","MM_007","show","characters",3,"cl"
"1216","MM_007","truck","big",1,"cl"
